C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
925,Customer#000000925,jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex,10,207536096699,1939,AUTOMOBILE,"ironic accounts cajole carefully. even, expre"
926,Customer#000000926,3b8K2YhfbGDJOpSAUrvq82MnkhHBdwL,16,267838031329,275,AUTOMOBILE,ly quickly unusual foxes. fluffily regular ideas among the regular plat
927,Customer#000000927,"Uy7xvOwo4Ndha1tSxDKrQ gXUTdS ,YDqwE2YSO",17,273328911391,2418,MACHINERY,"es affix quickly carefully regular platelets. slyly special theodolites would sleep furiously after the special,"
928,Customer#000000928,A9 UduEb48ffOe27FxMXF,21,315085096393,8331,HOUSEHOLD,instructions cajole fluffily alongside of the blithely regular re
929,Customer#000000929,c dPfaAmmoLjR3m,23,334874591026,4079,MACHINERY,ously silent foxes cajole slyly pe
930,Customer#000000930,84jHYR8u2XvhyT,19,295629045451,4787,FURNITURE,sual ideas according to the furiously regul
931,Customer#000000931,"M,lWVafqdRIO, WnAyLLt",0,103494981720,2410,BUILDING,s the carefully regular packages: pending
932,Customer#000000932,HN9Ap0NsJG7Mb8O,13,233007087927,6553,BUILDING,packages boost slyly along the furiously express foxes. ev
933,Customer#000000933,V0SPv2VbrNo7Pj,14,246238038018,8541,MACHINERY,accounts haggle quickly against the blithely even accounts. deposits sleep blithely quickly p
934,Customer#000000934,UMAFCPYfCxn LhawyoEYoU9GZC7TORCX,12,221195767222,0,AUTOMOBILE,fluffily requests. carefully even ideas snooze above the accounts. blithely bold platelets cajole
935,Customer#000000935,XkVT4jvetY4JV76IAkd91sSp9CqsICE,0,107244458323,2531,MACHINERY,furiously pending ideas. daringly
936,Customer#000000936,hwJIFpxofea6CLEbWZFsWUxNrGFLANp,11,211005389635,3651,MACHINERY,furiously enticingly final foxes. pending requests wake quickly according to the slyly regu
937,Customer#000000937,usrG6ohdPROyd98c9,23,338699903946,669,AUTOMOBILE,"ickly alongside of the express, express ideas. sly"
938,Customer#000000938,wrq9S3rEW8zXUVCXpa7uKi,12,221573217590,2585,BUILDING,the quickly special accounts are regular patt
939,Customer#000000939,jYaDdfxAlL1aVKPfN,19,296278441293,8060,FURNITURE,ages integrate carefully. sometimes even sheaves wake sometimes unusual ac
940,Customer#000000940,"T7ROXBXdajS,vkwy3VuC8wNvA",19,299585731004,254,AUTOMOBILE,ent accounts. slyly even accounts breach across the dolphins. quickly regular pains dazzle carefully. sl
941,Customer#000000941,297w97UgOfpV3pv2QniJUWBKq0BRpcawOfpj,19,297458751061,2990,FURNITURE,"e furiously along the slyly bold pains. ironic, ironic foxes affix quickly even deposits. packages caj"
942,Customer#000000942,y0OKxFyfXeYuklJDY9RwujlNIC2ETXo9HxZCVhg1,18,285604497675,5898,HOUSEHOLD,"lar depths! carefully regular pinto beans after the deposits wake about the packages. final, final instruc"
943,Customer#000000943,74dBRGOKLFEQEqCgH2x8WGL9tubtgJAbHu,5,154832518603,7541,FURNITURE,"quickly along the silent, express braids. quickly pending packages boost fluffily furiously regular foxes? a"
944,Customer#000000944,"8lO9F4WK6PKWXiocyE,ojIfPNfVY8",4,144851395142,9455,BUILDING,"ilent pinto beans are according to the regular, final somas. idle, bold foxes was. som"
945,Customer#000000945,300zKNJ9lg,15,255426621673,9615,BUILDING,. ironic deposits haggle among the carefully regular excuse
946,Customer#000000946,ufHQOmRhQoLSiyfQ,21,311523579762,2991,FURNITURE,ly after the furiously regular asymptotes. foxes play quickly ironic packages. dinos along the silently expre
947,Customer#000000947,JnzDRxqCwjRPyeq70wrxzKWLXI,22,328383936825,4092,BUILDING,blithely final instructions grow furiously ironic requests. furiously special theodolites sleep after
948,Customer#000000948,yxBr7nLGxxwECEk,17,271259683750,4347,AUTOMOBILE,"he final, even deposits. furiously special pl"
949,Customer#000000949,tOBbBIfhWM lNI3YxTYH8Or8Ki,2,123913161861,5341,AUTOMOBILE,"pecial, pending dolphins. slyly final ideas boost quickly. carefull"
950,Customer#000000950,mi3o6cp47mo8Miqh9d R1XWStjxatcQqHQZW,15,258497602017,9610,FURNITURE,s wake quickly after the carefully brave multipliers. regular excuses wake care
951,Customer#000000951,"PnC4Xlds,v",0,108139168297,7499,FURNITURE,ts. permanently special accounts mold quickly. requests boost slyly bo
952,Customer#000000952,jg0YsHARdoULvVtP2vGHLVoAfWKFNz6QdTeAi,24,345275249172,3710,AUTOMOBILE,slyly regular ideas. even theodolite
953,Customer#000000953,5HJQ8UzSSl1PJv28MpZqWvNwUm,22,328299612870,6292,BUILDING,according to the carefully bold dependencies use boldly slyly express deposits. car
954,Customer#000000954,"rr0Gz2iuYNuLgrIcLCdi5Zr2SnY8,wpzD9A",19,296394373775,5740,FURNITURE,haggle furiously. furiously ironic
955,Customer#000000955,FIis0dJhR5DwVCLy,0,109188638880,138,AUTOMOBILE,"ts cajole quickly according to the pending, unusual dolphins. special, ironic c"
956,Customer#000000956,aI12bsLSd1Y4dIx2Me5BLbGDCZPn,20,306279478311,1587,HOUSEHOLD,"eans. regular, regular foxes wake furiously carefully even pinto beans. furiously r"
957,Customer#000000957,"9F8p,XsLLxyiZ3b8NN",19,299415538245,9077,FURNITURE,al excuses boost to the ideas. unusual requests are across the slyly
958,Customer#000000958,OrOUBBV7NlzVFXtuSOECmQFOkw8r,5,154559542914,1792,FURNITURE,s deposits. blithely even packages sleep carefully ironic deposits. quickly ironic accou
959,Customer#000000959,O FdrkZxCx PK,4,145463296898,3266,FURNITURE,press accounts wake busily after the furiously final theodolites: fluffily final deposits above the carefully iro
960,Customer#000000960,"meekxaMlz5c1uE3wV7a,u h WcU,1OJz",4,146646048633,1933,HOUSEHOLD,s are carefully after the permanent foxes. fluffily
961,Customer#000000961,"5,81YDLFuRR47KKzv8GXdmi3zyP37PlPn",12,229894636089,6964,MACHINERY,e final requests: busily final accounts believe a
962,Customer#000000962,lDp572JGdrL34kB YOQuC,4,147922321645,7557,BUILDING,. carefully brave foxes wake furiously final orbits. furiously pending theodolites along the bold the
963,Customer#000000963,"40EdWkddaWhQyiQ6FfUo8VOZwgb MetJ2jV,QPL",13,239213327635,2557,HOUSEHOLD,"ns snooze slyly daringly pending instructions. regular requests above the regular, even requests sleep blithely fin"
964,Customer#000000964,ZnBNwMqvW7y3FSn6025pwkzgTDfsG2A,12,229747722802,4757,FURNITURE,al accounts haggle blithely! regular platelets haggle blit
965,Customer#000000965,"UigBc,9d1iLtQAVatnWACSDc9mNx0mYl",2,128937356415,4769,MACHINERY,lly enticing pinto beans haggle requests. evenly express grouch
966,Customer#000000966,V9c8SR8WK7wEd,8,185399335176,1283,MACHINERY,ts. regular accounts cajole about the ideas. slyly unusual idea
967,Customer#000000967,xKdAl6HSWvAmptzHgQHX3cMmxZDhfyrMqx,23,336879173598,5710,BUILDING,iously quickly silent ideas. blithely pending pinto beans except t
968,Customer#000000968,eu 5FA1WHs9jq0pcdlVVA,0,104707402657,8922,BUILDING,"ic foxes haggle slyly according to the dependencies. even, regular acc"
969,Customer#000000969,N9NSGc0Bj6FlSw3d9k GI7VAd1jW,8,181487902039,8602,BUILDING,lithely according to the fluffily silent patterns. furiously fin
970,Customer#000000970,DXEgz7JHSFW401,14,242664861615,3624,MACHINERY,ronic requests sleep slyly at the slyl
971,Customer#000000971,z29DUY Utsi6mWKI,1,112567186928,3915,AUTOMOBILE,ular theodolites haggle carefully: f
972,Customer#000000972,ImKvHrrNc3rfWejksbCPyIQ,4,144052296174,4453,MACHINERY,deposits: slyly regular deposits among the furiously bold asymptotes are furiously along the slyly even
973,Customer#000000973,FT4jTOdVCpmYW,0,107499285415,3229,FURNITURE,"sly special requests integrate carefully along the special foxes. regular, silent"
974,Customer#000000974,"7RcY6fOjTMbbOnVaFV,,6Dk5FIiHGrCpwXJNI",20,304739487149,7826,HOUSEHOLD,"uickly. regular, ironic waters sleep blithely. blithely regular foxes are blithel"
975,Customer#000000975,qPFceGMB0xDjY6BhTGdIxe2Z F4MVuKIXHqQ1,16,264282202070,4364,FURNITURE,"furiously express packages. even, bold sheaves haggle fluffily. slyly ironic accounts wake slyly across the quickl"
976,Customer#000000976,I78UJ2ks3sbcd0c2NQ7aH,19,294366604732,7773,BUILDING,"special requests wake carefully regular somas. special theodolites wake regular, unusual pinto beans. furi"
977,Customer#000000977,"JcKxPwHPM7akg5IiCs,ZVAfO73KE3",2,126028075055,311,FURNITURE,lly against the busily unusual requests! busily even requests haggle blit
978,Customer#000000978,"zpvQ6LYE89Inl40Yz,7NJ",24,342612432624,0,BUILDING,ely unusual packages nag fluffily above the quickly regular requests. regular accounts run. blithely
979,Customer#000000979,DvzUxD35ohKtUnalLGO9kDsCzZxtfcjO,18,281135744962,7055,MACHINERY,. accounts wake carefully special accounts. de
980,Customer#000000980,UsrigSqZBnmbXhXNR6ibloq60qHBUj42kwX,1,115722818212,4586,AUTOMOBILE,"st have to integrate above the regularly regular accounts. regular, final waters breach blithely"
981,Customer#000000981,"pM4DXkl6Y,7S6a6jlJf8dZogp9QOdv",18,282029628429,3383,MACHINERY,ts doze quickly. platelets are quickly agains
982,Customer#000000982,EN9aD5Xgh2q,23,334609869418,1438,FURNITURE,lithely express requests along the carefully pendi
983,Customer#000000983,9jgCxRufEbwbGwW0PmG1RDIOwCUYlHs8z,7,172836106143,2903,BUILDING,"mas cajole furiously across the fluffily special deposits. pending foxes sleep regular, silent packages. ironic pla"
984,Customer#000000984,fgAELFO9RS 6q9,11,212475885181,2812,AUTOMOBILE,t daringly against the even foxes. furiously silent forges sleep furiously busily ruthless requests. exp
985,Customer#000000985,"0uAMe1ICB,wts4STD4eLL",23,334081945161,2701,HOUSEHOLD,gular deposits among the thin instructions haggle since the furiously final packages. ideas use. regular i
986,Customer#000000986,Cei2QidV0GC3OQWfJTNHLYPd,1,115372253800,179,BUILDING,cies impress blithely furiously final package
987,Customer#000000987,SO 0UTuH26eduKI,8,188873942506,9851,AUTOMOBILE,"eposits. even packages cajole boldly bold ideas. even, regular accounts haggle. packages among"
988,Customer#000000988,3BNYKEUyMbzfb40SEr 8OTb,3,138627223298,7747,FURNITURE,"he courts. carefully silent courts impress. carefully close ideas run slyly pinto beans. even, ironic accounts are a"
989,Customer#000000989,pKuixWbH6XZFJY0uZjGi0oRaH1Xl,10,206468196827,5454,AUTOMOBILE,accounts. fluffily regular requests use carefully after the furiously special instructions! slyly
990,Customer#000000990,uF idg4bq8Ij7ghxJ5KuTnU8w,0,104031371064,6988,BUILDING,dolites for the fluffily bold
991,Customer#000000991,dK1Gzw1glT,21,319779716175,6534,AUTOMOBILE,n somas. slyly ironic instructions solve quickly at the final dolphins. requests cajole carefully
992,Customer#000000992,"Vbi1NGfPeKw,XU",5,152625353924,5028,MACHINERY,"across the regular, pending requests. slyly ironic accounts wake furiously about the pending, regular"
993,Customer#000000993,"56K JjC bMcgbXlJA4KI Icu uggsRoviMQm,F",7,174947575759,8422,FURNITURE,according to the slyly bold accounts.
994,Customer#000000994,sZjdeW4LT9EKopmlv3M Xbnbe3gXQ9JkoxPv,16,266381595836,7461,HOUSEHOLD,ake furiously across the quickly idl
995,Customer#000000995,5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f,13,232727001002,0,BUILDING,wake slyly fluffily unusual requests. stealthily regular pinto beans are along the slyly final dugouts. slyly
996,Customer#000000996,yjrSjcG z0Rm5PYrVMFTrU pFRMw,22,329026251946,6451,AUTOMOBILE,"hely against the final, brave asymptotes. final ideas haggle slyly bold pinto beans. slyly unusu"
997,Customer#000000997,85KMCT2D2RIGayG99ozpk85ppHE6i9gJE,17,272186455219,367,FURNITURE,ven asymptotes. carefully regular packages are blithely. special requests according to the care
998,Customer#000000998,"fHRMFCGphazw9KvR1,EmNOUBG",17,279519356514,6679,MACHINERY,"ular courts nag quickly unusual, sly pinto beans. special foxes thrash blithely up the foxes."
999,Customer#000000999,r2SFEmfqrRu3M7ouE4zvI2ApOAtD,16,268769561302,404,BUILDING,riously special instructions ac
1000,Customer#000001000,hzM1shTwWlLuk,22,327302752976,0,BUILDING,"closely against the slyly special deposits. regular, ironic p"
1001,Customer#000001001,KbWTzGB3ZUymu nNCIuG5eCueaqu,21,313899864741,7141,MACHINERY,ever. fluffily special requests are. slyly final asymptotes are carefully quickly reg
1002,Customer#000001002,98bKmyr3jZWRLEY9WBtyUWOodVd,10,209736226579,3700,MACHINERY,"ns. deposits along the ironic, regular packages wake furiously according to the carefully even excuses. slyly qui"
1003,Customer#000001003,lE07lPMzVzMhG9CUC54uPwGw3BWO,21,317163971854,7894,AUTOMOBILE,quests sublate blithely blithely special dependencies. excuses use busily express pinto bea
1004,Customer#000001004,"mBaNGEJoY2tgXD60V2DEO ajjoM3Zd,Jp",8,186761524849,1512,MACHINERY,ainst the ideas nag fluffily according to
1005,Customer#000001005,cTWPLcTvotjgrrcN3j,13,231493739093,7791,AUTOMOBILE,. furiously ironic accounts affix careful
1006,Customer#000001006,Q46palcsa4KwAMhPS,12,223647805932,7448,BUILDING,"equests. regular pinto beans sleep furiously express, ironic accounts. special,"
1007,Customer#000001007,PfH0lw8GzD7o,9,197908435283,7348,MACHINERY,theodolites. ironic requests wake. thinly silent
1008,Customer#000001008,"AfP6tFNz1Eu4buoUd,HrZAld340 xz2wbQ2",2,121155717897,8192,HOUSEHOLD,press orbits affix furiously pending packages. courts alongsi
1009,Customer#000001009,"cWONXs2Vx30bkgYoCkx7LrJH,E",12,221329061117,595,BUILDING,"ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express"
1010,Customer#000001010,uasIK CZZ5,5,152214633776,1653,AUTOMOBILE,ing ideas doze carefully accounts. slyly regular theodolites poach. carefully pending de
1011,Customer#000001011,6m8KP FxT4nnHgoc4CN70TVLW1X5Q,5,157368093168,1189,BUILDING,uriously express asymptotes. u
1012,Customer#000001012,5Zsp rqM6oCmgqqFe,4,145355516255,4422,AUTOMOBILE,s above the carefully express r
1013,Customer#000001013,k5rfeOtchP1  w,15,257255991183,0,BUILDING,idle packages cajole regular asymptotes. carefully express forg
1014,Customer#000001014,"ZsiaboMOOV,aGwWUpfE",11,215534259152,0,AUTOMOBILE,"telets. ironic platelets cajole carefully; bold, special instructions unwind blithely regular somas. carefully"
1015,Customer#000001015,RDJWEmcAk4GC8OT8WCsXB,10,201349265391,6392,HOUSEHOLD,g courts nag daringly brave pains. blithely special deposits use blithely carefully c
1016,Customer#000001016,8tzkhPXMFHKgmz,11,216833682994,2358,AUTOMOBILE,ular deposits. special foxes solve quickly idly special ideas. never final asymptotes nag. furiously even deposi
1017,Customer#000001017,OoVPZGR5hUp8oo,16,265939415690,0,MACHINERY,integrate furiously furiously even pinto beans. ironically pending packages cajole quickly furiously special
1018,Customer#000001018,"yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr",18,284507644871,8342,FURNITURE,"e quickly around the quick, regular pinto beans. regular, regul"
1019,Customer#000001019,VMFs38VlBt01g30PzPyliiAoGHazC4HG74JJ,21,315026833413,2115,FURNITURE,quickly special ideas about the courts use of the pending instructions. furiously final accounts c
1020,Customer#000001020,"DHom,LSHKfYSwLSZv39AooYQHlvbaeztefjwR",3,136922868158,6915,MACHINERY,es. blithely unusual asymptotes sleep ironic accounts. fluffily express sheaves haggle fl
1021,Customer#000001021,m h2wQbujQnQOrcf109reW0 o,6,164695545196,1287,MACHINERY,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
1022,Customer#000001022,"lP,9H6e6mQwLsWYYr2Y",8,187335532195,9606,AUTOMOBILE,ending packages. dependencies along the slyly pending dependencies wake carefu
1023,Customer#000001023,"w8 oxHcOTUiF8dOr,ktZ05pO7qcHZ8ZeH7",17,279603065136,7188,AUTOMOBILE,"express requests. slyly ironic asymptotes throughout the ironic, final packages nag careful"
1024,Customer#000001024,9wLrRS78uOPy7CHW,11,215087797822,0,FURNITURE,carefully regular instructions. furiously final deposits across the carefully special ideas cajole furi
1025,Customer#000001025,3T2A1uo8mCqTeO LTW8atjLBLO12nh6lyl,8,185884564616,3363,AUTOMOBILE,to beans sleep according to the fluffily regular instructions.
1026,Customer#000001026,ktKcS9tV2OC8T42KVqMem NjkNO 4pkXmu,17,271692218173,9699,MACHINERY,"totes against the stealthy deposits haggle fluffily after the regular, regular deposi"
1027,Customer#000001027,GNaw4RXXMr,2,122781545262,4946,BUILDING,"final requests haggle. final, even sheaves maintain carefully above the even ac"
1028,Customer#000001028,"NxmOhIN,w45aogQ1hZSvqoz0 8nrbdkaiZOe",10,205821193249,1916,AUTOMOBILE,"ly unusual, even packages. fluffily special foxes across the furiously final asymptotes main"
1029,Customer#000001029,"D3TLK5s,gc",15,256028108723,6252,BUILDING,arefully furiously final pinto beans. daringly express deposits
1030,Customer#000001030,Xpt1BiB5h9o,8,187598771870,6359,HOUSEHOLD,ding to the slyly unusual accounts. even requests among the evenly
1031,Customer#000001031,"dwCYOftUgV5,EwGJc",21,319466411853,2227,AUTOMOBILE,"theodolites. even theodolites sleep slyly. special, express excuses cajole among th"
1032,Customer#000001032,6yoIzDrw5zLBO,18,284492273528,1854,FURNITURE,sleep quickly even somas. permanently regular grouches cajole blithely furiously ironic ide
1033,Customer#000001033,WOozPuOF8UdYMwjF5,8,184703802978,81,BUILDING,to the quickly final packages. carefully slow accounts use blithely slowly permanent requests. un
1034,Customer#000001034,"Fn5qqb64TSKuJWz4f8GpPkF,c3WY3yqjsV,GgHu",5,153701796631,7350,HOUSEHOLD,"bout the ironic requests-- packages wake. requests haggle silent,"
1035,Customer#000001035,"7yTbQ665G3Bi,6BK0EmQPw,Gc7bZOPk4ncXpo",10,203763453729,7499,AUTOMOBILE,ound the fluffily enticing foxes detect slyly at the furiously final deposits. quickly final instru
1036,Customer#000001036,fxujgj8DOFO6oKrH,8,187915777691,1766,BUILDING,ins sleep. slyly express platelets cajol
1037,Customer#000001037,dwgDZPKR5ZuU3HO2sDOS7Ym0oeC8c6Xm,23,338559602989,4936,BUILDING,lly final pinto beans. pending instructions boost careful
